-2.966124 -0.374358 11.423710 -1.337297 -0.079824 0.028737 0.899323 -0.013480 0.133318 1.426473 0.019553 -0.807897 0.107341 7.868542 0.949606 0.306430 0.407046 0.271728
-2.872283 -0.256457 11.239191 -1.380669 0.074925 0.026556 0.842655 0.179290 -0.057823 0.733623 -0.184073 0.774081 0.153405 7.842553 0.931585 0.321965 0.714188 0.425881
-2.829652 -0.427374 11.419385 -1.254268 -0.121778 0.028871 0.837618 0.016690 0.177673 1.869852 0.171358 -1.300625 -0.163965 8.534265 1.055435 0.422667 0.903695 -1.421276
-2.702552 -0.103458 11.084242 -1.173023 0.032427 0.027956 0.836382 0.103627 -0.052562 0.888811 -0.176576 0.362552 -0.026605 8.224928 1.013258 0.457510 0.832224 -1.503351
-2.683269 -0.136414 11.098468 -1.189069 0.002095 0.023928 0.767543 -0.120260 0.119871 1.042914 -0.115380 -0.783161 0.022609 8.068508 1.061778 0.400069 0.746721 1.099757
-2.743225 -0.349669 11.319185 -1.168483 -0.160946 0.022695 0.880145 -0.083512 0.075906 1.889152 -0.068751 0.923111 -0.053279 8.012713 1.044771 0.442304 0.441135 0.263649
-2.434441 -0.463988 11.084764 -1.138760 -0.116677 0.022264 0.916769 -0.094132 0.166074 1.939724 0.119127 0.224269 -0.084648 7.852860 1.002938 0.349460 0.243347 0.316606
-2.801956 -0.302816 11.368533 -1.318077 0.021386 0.023589 0.835561 -0.175424 -0.165378 1.669066 0.033317 -1.796953 -0.030363 8.599877 1.055668 0.346789 0.608129 0.011660
-2.496369 -0.560369 11.252786 -1.114421 -0.188976 0.024172 0.742404 0.156921 -0.111121 0.508169 -0.100416 -0.430759 -0.051613 8.288180 1.014962 0.338825 0.424278 0.404333
-2.748439 -0.210806 11.143453 -1.220391 -0.041431 0.025910 0.719389 -0.051640 0.078860 0.155268 0.093801 -0.891550 -0.020530 8.403877 0.937892 0.348120 0.909882 -0.590532
-2.784691 -0.284058 11.347658 -1.249106 -0.074728 0.021647 0.910260 -0.052844 -0.048237 1.415665 0.008882 -1.431904 0.096925 8.534636 1.093464 0.300509 0.284296 -0.676022
-2.766362 -0.500327 11.359279 -1.296381 -0.122771 0.026619 0.930825 -0.066234 -0.124290 1.454697 0.178384 -1.977205 -0.107695 8.035760 1.071305 0.342721 0.503208 -0.022542
-3.031710 -0.182820 11.415482 -1.325313 -0.026010 0.020759 0.790007 0.048625 0.149260 0.774650 0.006642 -1.265509 -0.116715 8.350511 1.006209 0.353640 0.264571 0.812037
-2.826130 -0.162917 11.173378 -1.176004 -0.073697 0.021492 0.804138 -0.032965 0.103508 0.345709 0.104040 -1.685982 -0.142174 7.877725 0.914205 0.457506 0.052704 0.662429
-2.741379 -0.397728 11.416025 -1.269011 -0.025768 0.021874 0.891554 -0.149745 0.089304 1.689078 -0.162439 -0.485881 -0.014541 8.462144 0.965525 0.410519 0.834053 -1.734201
-2.794552 -0.238384 11.210018 -1.167864 -0.078775 0.028819 0.795649 -0.118724 0.075301 1.174419 -0.147220 -0.830448 -0.077578 8.431583 1.041561 0.486747 0.824056 0.720591
-3.037316 -0.142228 11.403270 -1.237194 -0.067317 0.028499 0.946944 0.166478 -0.017745 1.081447 0.063019 -0.750165 -0.001159 7.864996 0.904811 0.488577 0.434807 -0.858208
-3.037820 -0.017486 11.259240 -1.267378 -0.002931 0.026447 0.854742 0.116646 -0.182693 0.946393 -0.072544 0.283208 0.110386 8.138108 0.944236 0.377106 0.688669 0.791406
-2.562880 -0.385549 11.174692 -1.163293 -0.141705 0.026364 0.964691 -0.056260 0.132576 0.654235 -0.117523 -1.831677 0.056753 7.851858 0.930891 0.433570 0.529835 -0.493202
-2.544208 -0.185967 11.054933 -1.105301 -0.032734 0.025320 0.764215 0.103914 -0.114823 0.996735 -0.183170 -0.589458 -0.007337 8.099148 0.990433 0.419433 0.888061 0.668649
-2.658582 -0.239929 11.101513 -1.272075 0.111787 0.029802 0.649295 -0.047743 -0.051731 0.292492 0.092936 0.885182 0.092273 7.931832 0.926804 0.305335 0.357157 -0.879220
-2.883362 -0.099237 11.138372 -1.278130 0.053058 0.026598 0.621652 -0.043516 0.166587 1.746476 -0.112708 0.166304 0.100768 8.064525 1.044844 0.494431 0.317118 -0.250942
-2.502984 -0.309500 11.141985 -1.102726 -0.062909 0.020114 0.687377 -0.147416 0.086872 0.282943 0.042821 -0.993328 -0.045745 8.315409 0.970404 0.342341 0.509958 -0.288472
-2.726453 -0.400907 11.359830 -1.157584 -0.110316 0.022125 0.601944 0.162098 -0.008458 1.240584 -0.132257 -1.651465 0.199488 8.543920 1.063098 0.442210 0.016065 -1.039985
-2.827757 -0.098814 11.125407 -1.379684 0.150509 0.022229 0.647992 -0.117564 -0.145971 1.796016 0.185507 0.472832 0.063903 7.899884 1.021219 0.408457 0.842216 -1.186946
-2.871406 -0.287510 11.369440 -1.266906 -0.047312 0.029982 0.939260 -0.027156 -0.069437 1.000802 -0.083580 -0.544911 -0.122111 8.004413 1.082851 0.474125 0.966937 0.143871
-2.976666 -0.270355 11.457928 -1.312890 -0.070698 0.029013 0.893597 -0.068760 0.003538 1.191753 -0.194313 -0.068264 0.157818 8.029145 1.009581 0.465722 0.404512 -1.335550
-2.719809 -0.461888 11.409288 -1.143832 -0.129116 0.025466 0.927284 -0.152488 0.153791 0.930745 0.000768 -1.206542 0.044935 8.484658 1.054238 0.455523 0.845872 0.503475
-2.982969 -0.134755 11.287599 -1.350205 0.096509 0.025451 0.943088 0.087243 0.137158 0.301436 0.138611 0.220326 0.021274 8.009021 0.905825 0.397385 0.458053 -0.230175
-2.744247 -0.497376 11.276023 -1.229279 -0.157490 0.022404 0.840307 -0.158523 -0.062611 0.707847 0.122036 -1.159763 0.168651 8.136756 1.002747 0.383135 0.531139 -1.533814
-2.606102 -0.483547 11.322358 -1.192023 -0.162327 0.027917 0.959795 0.122646 -0.194338 0.479767 -0.169825 0.702145 -0.146210 8.456970 1.008575 0.432580 0.601581 1.191575
-2.688304 -0.299281 11.115089 -1.203962 -0.033664 0.024545 0.675320 0.017599 0.035708 0.496499 0.077330 0.989923 -0.058548 8.472765 1.072742 0.423495 0.015467 1.484228
-3.007374 -0.157307 11.367146 -1.377940 0.064703 0.020829 0.678099 -0.117925 -0.097799 0.710170 -0.140354 0.332121 0.147179 8.297322 1.016292 0.317311 0.295304 1.150032
-2.472425 -0.291203 11.138003 -1.081350 -0.085614 0.022308 0.678090 -0.087220 -0.091357 1.042800 0.153983 -0.757488 0.078790 8.213596 0.906877 0.372539 0.971605 1.003448
-2.584618 -0.246901 11.221393 -1.112467 -0.037500 0.028799 0.929026 0.056252 0.121249 1.303020 0.148549 -0.973704 0.079078 7.920223 0.948925 0.412932 0.493415 -1.421017
-2.842765 -0.241184 11.267297 -1.301941 -0.047599 0.025325 0.946713 -0.061094 0.069986 1.864317 -0.163047 -1.484455 0.010807 8.169161 1.052040 0.361412 0.874877 -1.921373
-2.907888 -0.318515 11.467904 -1.308005 -0.049397 0.020328 0.672172 0.198032 0.010809 1.312358 -0.020019 -1.865981 -0.190415 8.350935 1.082857 0.347703 0.518345 -0.625925
-2.811627 -0.068071 11.087678 -1.367293 0.188211 0.029008 0.674915 0.174845 0.058142 1.651768 0.176289 -0.704973 -0.140502 8.492239 1.021701 0.368228 0.801754 -0.095683
-2.930873 -0.264565 11.239057 -1.358444 -0.029428 0.020468 0.986019 -0.092883 0.118023 0.438333 -0.172934 -0.406107 0.193313 7.877983 1.030439 0.340261 0.984353 -0.700193
-2.629229 -0.281981 11.281694 -1.107443 -0.107075 0.029212 0.601461 0.199854 -0.167467 1.124452 0.164984 -1.653265 -0.105907 8.001356 1.026408 0.386738 0.802788 -1.517744
-2.780206 -0.260016 11.151518 -1.231557 -0.057220 0.022911 0.793914 -0.123705 -0.000249 0.196126 0.079275 -1.059815 0.188226 8.153308 1.010542 0.484865 0.613068 1.617877
-2.955401 -0.206794 11.472989 -1.295827 -0.051379 0.025547 0.802127 -0.135225 -0.151354 1.057187 0.015869 0.772904 -0.151862 7.937929 1.024301 0.495844 0.377277 -1.532814
-3.025969 -0.177404 11.311322 -1.336101 -0.058138 0.027583 0.662363 0.100292 0.089884 1.998745 0.181125 0.941896 -0.069015 7.832272 0.999731 0.366413 0.960723 -0.064936
